route_id,direction_label,stop_code,stop_name,stop_sequence
19,Inbound,atpl,atwood & plainfield,3
19,Inbound,plmu,plainfield & murray,4
19,Inbound,odfe,plainfield & pocasset,5
19,Inbound,olsq,olneyville square,6
19,Inbound,crws,cranston & westminster,7
19,Inbound,kepl,kennedy plaza - providence,8
19,Outbound,kepl,kennedy plaza - providence,1
19,Outbound,crws,cranston & westminster,2
19,Outbound,olsq,olneyville square,3
19,Outbound,plmu,plainfield & murray,4
19,Outbound,atpl,atwood & plainfield,5
19,Outbound,walc,walmart (cranston),6
19,Outbound,afcs,cranston ind. pk. (amflex & comstock),7
20,Inbound,tfgr,t.f. green airport,1
20,Inbound,poli,post & lincoln,2
20,Inbound,elpo,elmwood & post,3
20,Inbound,prfd,pricerite (elmwood ave. - cranston),4
20,Inbound,prre,elmwood ave. at job lot (on-street),5
20,Inbound,elga,elmwood garage,6
20,Inbound,elon,elmwood & adelaide,7
20,Inbound,elbr,elmwood & broad,8
20,Inbound,weed,weybosset & eddy,9
20,Inbound,kepl,kennedy plaza - providence,10
20,Outbound,kepl,kennedy plaza - providence,1
20,Outbound,elbr,elmwood & broad,2
20,Outbound,elon,elmwood & adelaide,3
20,Outbound,elga,elmwood garage,4
20,Outbound,prfd,pricerite (elmwood ave. - cranston),5
20,Outbound,prre,elmwood ave. at job lot (on-street),6
20,Outbound,elpo,elmwood & post,7
20,Outbound,poli,post & lincoln,8
20,Outbound,tfgr,t.f. green airport,9
21,Inbound,ccrw,c.c.r.i. warwick campus,1
21,Inbound,rima,rhode island mall,2
21,Inbound,wmvd,warwick mall (villa del rio apartments),3
21,Inbound,ince,traffic tribunal,4
21,Inbound,grph,garden city,5
21,Inbound,pare,park & reservoir,6
21,Inbound,kepl,kennedy plaza - providence,7
21,Outbound,kepl,kennedy plaza - providence,1
21,Outbound,pare,park & reservoir,2
21,Outbound,grph,garden city,3
21,Outbound,ince,traffic tribunal,4
21,Outbound,wmvd,warwick mall (villa del rio apartments),5
21,Outbound,rima,rhode island mall,6
21,Outbound,ccrw,c.c.r.i. warwick campus,7
22,Inbound,wmvd,warwick mall (villa del rio apartments),1
22,Inbound,popo,pontiac & power,2
22,Inbound,pogc,pontiac & garden city drive,3
22,Inbound,paro,park & rolfe,4
22,Inbound,pore,pontiac & reservoir,5
22,Inbound,read,columbus square (reservoir & adelaide),6
22,Inbound,elbr,elmwood & broad,7
22,Inbound,weed,weybosset & eddy,8
22,Inbound,kepl,kennedy plaza - providence,9
22,Outbound,kepl,kennedy plaza - providence,1
22,Outbound,elbr,elmwood & broad,2
22,Outbound,read,columbus square (reservoir & adelaide),3
22,Outbound,pore,pontiac & reservoir,4
22,Outbound,paro,park & rolfe,5
22,Outbound,pogc,pontiac & garden city drive,6
22,Outbound,popo,pontiac & power,7
22,Outbound,wmvd,warwick mall (villa del rio apartments),8
27,Inbound,cent,centerdale,1
27,Inbound,gwgr,george waterman & greenville,2
27,Inbound,mach,manton & chalkstone,3
27,Inbound,stom,stop&shop (manton ave. - providence),4
27,Inbound,maat,manton & atwells,5
27,Inbound,olsq,olneyville square,6
27,Inbound,lasq,lasalle square,7
27,Inbound,kepl,kennedy plaza - providence,8
27,Outbound,kepl,kennedy plaza - providence,1
27,Outbound,lasq,lasalle square,2
27,Outbound,olsq,olneyville square,3
27,Outbound,maat,manton & atwells,4
27,Outbound,stom,stop&shop (manton ave. - providence),5
27,Outbound,mach,manton & chalkstone,6
27,Outbound,gwgr,george waterman & greenville,7
27,Outbound,cent,centerdale,8
28,Inbound,stop,stop&shop (commerce way - johnston),1
28,Inbound,haki,hartford & killingly,2
28,Inbound,olsq,olneyville square,3
28,Inbound,lasq,lasalle square,4
28,Inbound,kepl,kennedy plaza - providence,5
28,Outbound,kepl,kennedy plaza - providence,1
28,Outbound,lasq,lasalle square,2
28,Outbound,olsq,olneyville square,3
28,Outbound,haki,hartford & killingly,4
28,Outbound,stop,stop&shop (commerce way - johnston),5
29,East,coco,cowesset corners (rtes. 2 & 3),1
29,East,kect,kent county court house,2
29,East,arce,arctic center (main & washington),3
29,East,phen,phenix hotel,4
29,East,prto,providence & tollgate,5
29,East,wmvd,warwick mall (villa del rio apartments),6
29,East,ccrw,c.c.r.i. warwick campus,7
29,East,keco,kent hospital,8
29,East,appo,apponaug (centerville & post),9
29,East,wasa,meadowbrook (warwick & sandy lane),10
29,East,wsch,west shore & beach,11
29,West,wsch,west shore & beach,1
29,West,wasa,meadowbrook (warwick & sandy lane),2
29,West,appo,apponaug (centerville & post),3
29,West,keco,kent hospital,4
29,West,ccrw,c.c.r.i. warwick campus,5
29,West,wmvd,warwick mall (villa del rio apartments),6
29,West,prto,providence & tollgate,7
29,West,phen,phenix hotel,8
29,West,arce,arctic center (main & washington),9
29,West,coco,cowesset corners (rtes. 2 & 3),10
30,Inbound,wmvd,warwick mall (villa del rio apartments),1
30,Inbound,megr,oaklawn & new london,2
30,Inbound,oade,oaklawn & dean,3
30,Inbound,crga,cranston & gansett,4
30,Inbound,crwe,cranston & webster,5
30,Inbound,kepl,kennedy plaza - providence,6
30,Outbound,kepl,kennedy plaza - providence,1
30,Outbound,crwe,cranston & webster,2
30,Outbound,crga,cranston & gansett,3
30,Outbound,oade,oaklawn & dean,4
30,Outbound,megr,oaklawn & new london,5
30,Outbound,wmvd,warwick mall (villa del rio apartments),6
31,Inbound,brpa,brewery parkade,1
31,Inbound,crch,cranston & chapin,2
31,Inbound,crws,cranston & westminster,3
31,Inbound,kepl,kennedy plaza - providence,4
31,Outbound,kepl,kennedy plaza - providence,1
31,Outbound,hosq,cranston & westminster,2
31,Outbound,crch,cranston & chapin,3
31,Outbound,brpa,brewery parkade,4
32,Inbound,sksq,seekonk square mall,1
32,Inbound,lsep,lifespan east providence,2
32,Inbound,ciba,citizens bank (e. providence),3
32,Inbound,sbma,south broadway & martin,4
32,Inbound,waso,warren & south broadway,5
32,Inbound,wapo,warren & potter,6
32,Inbound,aneg,angell & elmgrove,7
32,Inbound,tuth,tunnel & thayer,8
32,Inbound,kepl,kennedy plaza - providence,9
32,Outbound,kepl,kennedy plaza - providence,1
32,Outbound,tuth,tunnel & thayer,2
32,Outbound,wabu,waterman & butler,3
32,Outbound,wapo,warren & potter,4
32,Outbound,waso,warren & south broadway,5
32,Outbound,sbma,south broadway & martin,6
32,Outbound,ciba,citizens bank (e. providence),7
32,Outbound,sksq,seekonk square mall,8
33,Inbound,wicv,shaw's (willett ave. - riverside),1
33,Inbound,bpcv,bullocks point & crescent view,2
33,Inbound,vepa,veterans parkway & pawtucket,3
33,Inbound,wapw,warren & pawtucket,4
33,Inbound,wamp,wampanoag mall,5
33,Inbound,brsi,taunton & waterman,6
33,Inbound,aneg,angell & elmgrove,7
33,Inbound,tuth,tunnel & thayer,8
33,Inbound,exte,exchange terrace (stop X),9
33,Inbound,kepl,kennedy plaza - providence,10
33,Outbound,kepl,kennedy plaza - providence,1
33,Outbound,tuth,tunnel & thayer,2
33,Outbound,wabu,waterman & butler,3
33,Outbound,brsi,taunton & waterman,4
33,Outbound,wamp,wampanoag mall,5
33,Outbound,wapw,warren & pawtucket,6
33,Outbound,vepa,veterans parkway & pawtucket,7
33,Outbound,bpcv,bullocks point & crescent view,8
33,Outbound,wicv,shaw's (willett ave. - riverside),9
34,Inbound,sksq,seekonk square mall,1
34,Inbound,evgr,evergreen apartments,2
34,Inbound,tpnr,park&ride (taunton ave. - e. providence),3
34,Inbound,wamp,wampanoag mall,4
34,Inbound,wapw,warren & pawtucket,5
34,Inbound,wapo,warren & potter,6
34,Inbound,aneg,angell & elmgrove,7
34,Inbound,tuth,tunnel & thayer,8
34,Inbound,kepl,kennedy plaza - providence,9
34,Outbound,kepl,kennedy plaza - providence,1
34,Outbound,tuth,tunnel & thayer,2
34,Outbound,wabu,waterman & butler,3
34,Outbound,wapo,warren & potter,4
34,Outbound,wapw,warren & pawtucket,6
34,Outbound,wamp,wampanoag mall,7
34,Outbound,tpnr,park&ride (taunton ave. - e. providence),8
34,Outbound,evgr,evergreen apartments,9
34,Outbound,sksq,seekonk square mall,10
35,Inbound,soas,south attleboro train station,1
35,Inbound,arne,armistice & newport,2
35,Inbound,nebh,newport & beverage hill,3
35,Inbound,nefe,newport & ferris,4
35,Inbound,nbrw,north broadway & roger williams,5
35,Inbound,brsi,taunton & waterman,6
35,Inbound,tapo,taunton & potter,7
35,Inbound,kepl,kennedy plaza - providence,8
35,Outbound,kepl,kennedy plaza - providence,1
35,Outbound,tapo,taunton & potter,2
35,Outbound,brsi,taunton & waterman,3
35,Outbound,nbrw,north broadway & roger williams,4
35,Outbound,nefe,newport & ferris,5
35,Outbound,nebh,newport & beverage hill,6
35,Outbound,arne,armistice & newport,7
35,Outbound,soas,south attleboro train station,8
40,Inbound,buho,butler hospital,1
40,Inbound,elsa,elmgrove & savoy,2
40,Inbound,elan,elmgrove & angell,3
40,Inbound,tuth,tunnel & thayer,4
40,Inbound,kepl,kennedy plaza - providence,5
40,Outbound,kepl,kennedy plaza - providence,1
40,Outbound,tuth,tunnel & thayer,2
40,Outbound,wasq,wayland square,3
40,Outbound,egsa,elmgrove & savoy,4
40,Outbound,buho,butler hospital,5
49,Inbound,miho,miriam hospital,1
49,Inbound,cawo,camp & rochambeau,2
49,Inbound,capl,camp & pleasant,3
49,Inbound,hool,hope & olney,4
49,Inbound,tuth,tunnel & thayer,5
49,Inbound,kepl,kennedy plaza - providence,6
49,Outbound,kepl,kennedy plaza - providence,1
49,Outbound,tuth,tunnel & thayer,2
49,Outbound,hool,hope & olney,3
49,Outbound,capl,camp & pleasant,4
49,Outbound,cawo,camp & rochambeau,5
49,Outbound,miho,miriam hospital,6
50,Inbound,brco,bryant university,1
50,Inbound,fide,fidelity (900 salem),2
50,Inbound,d295,douglas pike & rte. 295,3
50,Inbound,trdp,twin river & douglas pike,4
50,Inbound,msdo,mineral spring & douglas,5
